iso_639_1,name,movie_id
en,English,660
fr,Français,660
en,English,11377
en,English,18111
en,English,16281
it,Italiano,16281
en,English,16288
en,English,1694
de,Deutsch,1694
ja,日本語,10228
en,English,9264
en,English,18222
en,English,36643
ru,Pусский,36643
en,English,863
en,English,32669
en,English,10402
en,English,10137
en,English,49948
en,English,10471
cs,Český,14919
en,English,14919
en,English,2005
en,English,6279
en,English,9869
es,Español,9367
en,English,4234
en,English,8374
es,Español,8374
en,English,2787
en,English,2069
fr,Français,2069
es,Español,2069
de,Deutsch,10839
en,English,10839
fr,Français,10839
ru,Pусский,10839
en,English,838
en,English,11176
en,English,11899
en,English,9532
fr,Français,9532
fr,Français,13939
en,English,13939
it,Italiano,13939
de,Deutsch,13939
en,English,14373
en,English,24873
en,English,26263
en,English,34746
fr,Français,1498
en,English,1498
en,English,1497
en,English,1499
en,English,11690
en,English,11520
en,English,11356
en,English,17339
es,Español,17339
en,English,13665
en,English,12309
ja,日本語,12309
en,English,106
es,Español,106
en,English,1359
es,Español,1359
cn,广州话 / 廣州話,1359
en,English,10557
ru,Pусский,10557
ur,اردو,10557
en,English,11977
en,English,9456
de,Deutsch,9456
en,English,889
da,Dansk,452
en,English,39283
en,English,65460
en,English,55667
it,Italiano,16395
en,English,16395
en,English,10560
en,English,9285
en,English,955
en,English,8584
zh,普通话,8584
es,Español,8584
en,English,668
de,Deutsch,668
en,English,691
it,Italiano,691
ar,العربية,691
en,English,698
it,Italiano,698
th,ภาษาไทย,682
cn,广州话 / 廣州話,682
en,English,682
en,English,21
en,English,10911
de,Deutsch,10911
el,ελληνικά,10911
en,English,26953
en,English,26954
it,Italiano,26954
en,English,26956
de,Deutsch,26956
en,English,26957
en,English,26958
en,English,26959
en,English,26960
en,English,21137
en,English,36724
it,Italiano,938
en,English,10648
es,Español,10648
en,English,169
en,English,10128
en,English,9659
en,English,8810
en,English,9355
en,English,10068
en,English,11495
it,Italiano,11495
en,English,482
en,English,479
es,Español,479
de,Deutsch,479
en,English,9873
cs,Český,16820
en,English,16820
ru,Pусский,16820
en,English,15379
vi,Tiếng Việt,15379
en,English,12764
vi,Tiếng Việt,12764
en,English,27352
pt,Português,27352
en,English,494
en,English,493
en,English,4247
en,English,36657
ja,日本語,12599
en,English,12599
en,English,12107
en,English,9383
en,English,15158
en,English,16139
en,English,16146
en,English,20850
de,Deutsch,20850
en,English,8843
ja,日本語,10643
en,English,37136
en,English,37137
en,English,11398
en,English,1588
en,English,12211
fr,Français,12211
en,English,12212
en,English,16
en,English,9003
en,English,9064
en,English,11569
en,English,38126
fr,Français,38126
en,English,10973
en,English,10787
en,English,27475
en,English,27764
en,English,27767
en,English,40760
en,English,40446
de,Deutsch,20455
en,English,20455
en,English,1597
en,English,18498
en,English,28605
cn,广州话 / 廣州話,12207
en,English,11531
en,English,681
de,Deutsch,681
en,English,16340
en,English,10481
zh,普通话,146
en,English,11849
pl,Polski,11849
en,English,708
ar,العربية,708
fr,Français,708
de,Deutsch,708
ru,Pусский,708
cs,Český,708
sk,Slovenčina,708
en,English,10673
en,English,1493
es,Español,1493
fr,Français,1493
ru,Pусский,1493
en,English,10577
en,English,96
en,English,90
en,English,18935
en,English,764
en,English,580
en,English,1547
en,English,10019
en,English,37302
en,English,9740
en,English,19405
en,English,17965
en,English,11454
es,Español,10054
en,English,10054
en,English,2043
ru,Pусский,2043
en,English,56715
fr,Français,56715
en,English,10991
en,English,634
en,English,10956
en,English,9290
en,English,1734
ar,العربية,1734
en,English,808
en,English,1406
de,Deutsch,1406
it,Italiano,41050
en,English,966
es,Español,966
en,English,12639
es,Español,12639
en,English,10865
fr,Français,10865
es,Español,10865
en,English,1995
en,English,10808
en,English,9799
fr,Français,60670
en,English,10992
fr,Français,10992
de,Deutsch,10992
th,ภาษาไทย,10992
en,English,4248
it,Italiano,24382
ja,日本語,11286
zh,普通话,11286
ar,العربية,11286
en,English,11286
en,English,11950
en,English,12236
de,Deutsch,12236
en,English,20075
en,English,20197
en,English,11906
it,Italiano,11906
la,Latin,11906
ru,Pусский,11906
en,English,2114
en,English,8835
en,English,26044
en,English,18509
en,English,3980
en,English,10127
en,English,12702
en,English,10651
en,English,5680
en,English,26386
en,English,38500
de,Deutsch,38500
en,English,12144
en,English,24929
en,English,10925
en,English,11966
en,English,2605
ja,日本語,41428
en,English,12500
en,English,25678
en,English,25682
en,English,32049
en,English,10134
en,English,10345
en,English,9942
en,English,331
es,Español,331
en,English,19142
en,English,11342
en,English,24126
en,English,27813
en,English,9880
cn,广州话 / 廣州話,5175
en,English,5175
zh,普通话,5175
en,English,17169
en,English,2770
en,English,8922
en,English,9398
en,English,10866
fr,Français,166
en,English,13612
es,Español,984
en,English,984
en,English,141
en,English,585
en,English,671
en,English,16441
en,English,34388
de,Deutsch,34388
hu,Magyar,34388
en,English,37835
en,English,26398
en,English,10649
en,English,27591
en,English,10650
cs,Český,8007
en,English,8007
es,Español,8007
en,English,120
en,English,12593
en,English,14683
cn,广州话 / 廣州話,11595
en,English,11595
en,English,9610
en,English,150
en,English,16690
en,English,39939
en,English,11979
de,Deutsch,25006
en,English,25006
ja,日本語,15999
en,English,13225
en,English,7219
it,Italiano,7219
en,English,26200
en,English,425
en,English,1576
en,English,17804
de,Deutsch,17804
en,English,31805
en,English,13861
eo,Esperanto,13861
en,English,29021
en,English,31812
fr,Français,28213
en,English,12705
es,Español,12705
en,English,11006
cs,Český,15120
en,English,15120
hu,Magyar,15120
es,Español,15120
sv,svenska,16026
cs,Český,36586
ro,Română,36586
en,English,36586
en,English,11452
en,English,11590
el,ελληνικά,8346
en,English,8346
en,English,12154
fr,Français,12154
ru,Pусский,12154
en,English,11630
fr,Français,11630
en,English,11470
en,English,557
en,English,12227
en,English,43643
en,English,1894
en,English,15417
ar,العربية,4614
en,English,4614
ru,Pусский,4614
uk,Український,4614
de,Deutsch,4614
en,English,2501
fr,Français,2501
de,Deutsch,2501
nl,Nederlands,2501
it,Italiano,2501
en,English,9637
en,English,14774
de,Deutsch,14774
en,English,11544
en,English,608
en,English,11442
en,English,10996
en,English,818
ja,日本語,818
de,Deutsch,818
fr,Français,818
ar,العربية,36645
nl,Nederlands,36645
en,English,36645
fr,Français,36645
de,Deutsch,36645
it,Italiano,36645
en,English,9488
cs,Český,7451
en,English,7451
de,Deutsch,7451
es,Español,7451
ru,Pусский,7451
en,English,15070
en,English,9595
en,English,3127
la,Latin,3127
en,English,10611
en,English,4108
fr,Français,4108
zh,普通话,4108
en,English,18943
en,English,32685
en,English,18477
en,English,12262
en,English,9533
en,English,10575
it,Italiano,10575
ja,日本語,1682
ja,日本語,39462
en,English,18983
en,English,24348
es,Español,24348
en,English,34600
en,English,39128
en,English,11868
it,Italiano,10772
en,English,77079
it,Italiano,77079
es,Español,77079
ja,日本語,12600
en,English,565
en,English,21925
en,English,10285
en,English,17205
de,Deutsch,2264
en,English,9012
ja,日本語,12208
en,English,12208
fr,Français,12208
de,Deutsch,12208
en,English,9021
en,English,10167
en,English,672
en,English,29229
en,English,13888
en,English,36669
ko,한국어/조선말,36669
cn,广州话 / 廣州話,36669
de,Deutsch,36669
es,Español,36669
is,Íslenska,36669
it,Italiano,36669
en,English,10426
fr,Français,10426
pt,Português,10426
en,English,14433
zu,isiZulu,14433
en,English,9932
sv,svenska,35343
fr,Français,171
en,English,201
en,English,121
en,English,31804
en,English,16225
es,Español,16225
en,English,9358
ja,日本語,15802
fr,Français,11915
sv,svenska,29224
en,English,2262
de,Deutsch,2262
en,English,9699
en,English,23943
en,English,6038
zh,普通话,6038
en,English,14873
en,English,24883
fr,Français,24883
es,Español,24883
ar,العربية,17264
en,English,17264
it,Italiano,17264
en,English,15347
ja,日本語,2671
ja,日本語,9669
sv,svenska,42695
en,English,2662
en,English,36658
de,Deutsch,36658
it,Italiano,36658
en,English,10708
en,English,604
it,Italiano,1555
fr,Français,1555
es,Español,1555
en,English,1555
ca,Català,1555
da,Dansk,1555
de,Deutsch,1555
en,English,33875
ja,日本語,33875
en,English,310
en,English,12
en,English,9902
en,English,584
es,Español,584
en,English,10152
en,English,20694
en,English,35669
es,Español,170
en,English,170
en,English,10327
en,English,296
en,English,22
en,English,8961
es,Español,8961
ja,日本語,9486
en,English,9486
fr,Français,9486
en,English,1996
zh,普通话,1996
en,English,12279
en,English,8273
en,English,9257
es,Español,9257
fr,Français,9257
it,Italiano,33954
en,English,6466
en,English,10923
en,English,9362
en,English,936
fr,Français,936
it,Italiano,936
en,English,12268
fr,Français,12268
hi,हिन्दी,7504
en,English,513
hi,हिन्दी,513
en,English,11351
es,Español,2722
en,English,11547
en,English,1428
es,Español,1428
zh,普通话,10617
es,Español,10617
cn,广州话 / 廣州話,10618
en,English,10618
cn,广州话 / 廣州話,10619
en,English,10619
ru,Pусский,10619
en,English,8408
en,English,277
he,עִבְרִית,17614
en,English,18113
en,English,11806
en,English,10438
en,English,9871
en,English,33258
en,English,24
ja,日本語,24
fr,Français,24
en,English,9373
en,English,4256
hr,Hrvatski,10009
en,English,10009
en,English,10389
zh,普通话,10389
ru,Pусский,10389
th,ภาษาไทย,10389
en,English,3117
bn,বাংলা,897
en,English,27117
it,Italiano,27117
en,English,50553
it,Italiano,50553
en,English,44383
en,English,605
fr,Français,605
en,English,11846
it,Italiano,11846
pt,Português,11846
en,English,10147
en,English,9556
en,English,38939
en,English,860
en,English,8010
en,English,951
es,Español,951
ja,日本語,3176
en,English,11824
en,English,1594
fr,Français,1594
en,English,11811
it,Italiano,11811
fr,Français,255
en,English,10028
en,English,122
en,English,11007
en,English,11429
cs,Český,5205
en,English,5205
de,Deutsch,5205
en,English,1954
en,English,21301
en,English,30566
en,English,42466
en,English,9838
en,English,10677
es,Español,10677
en,English,17047
en,English,11024
ru,Pусский,1487
en,English,1487
en,English,11358
en,English,2122
he,עִבְרִית,2122
hu,Magyar,2122
en,English,923
en,English,34082
en,English,393
zh,普通话,393
es,Español,393
cn,广州话 / 廣州話,393
en,English,7131
la,Latin,7131
en,English,10035
en,English,667
ja,日本語,667
ru,Pусский,667
de,Deutsch,700
en,English,700
ru,Pусский,700
es,Español,700
en,English,36670
fr,Français,36670
ar,العربية,36670
es,Español,36670
en,English,10940
ar,العربية,16113
en,English,16113
el,ελληνικά,16113
he,עִבְרִית,16113
cs,Český,25508
en,English,25508
sr,Srpski,25508
th,ภาษาไทย,39907
en,English,9545
en,English,10916
en,English,10921
en,English,10941
en,English,14589
en,English,14594
en,English,14590
en,English,14588
en,English,14595
de,Deutsch,1583
cn,广州话 / 廣州話,17653
en,English,11069
es,Español,11069
en,English,10829
de,Deutsch,31952
en,English,31952
en,English,3075
en,English,11506
fr,Français,11506
de,Deutsch,11506
sv,svenska,11506
sv,svenska,29455
la,Latin,11602
sv,svenska,11602
en,English,42632
cn,广州话 / 廣州話,10775
en,English,15618
en,English,13282
da,Dansk,250
en,English,250
de,Deutsch,250
en,English,19086
fr,Français,19086
da,Dansk,15824
it,Italiano,5165
en,English,5165
de,Deutsch,19128
en,English,33560
ja,日本語,15371
en,English,809
en,English,673
en,English,2789
en,English,8920
en,English,11546
en,English,17481
en,English,27118
it,Italiano,27118
ja,日本語,31217
zh,普通话,31217
ja,日本語,38582
en,English,9542
en,English,10606
en,English,6081
fr,Français,6081
pt,Português,2330
fr,Français,2330
de,Deutsch,2330
ko,한국어/조선말,2330
fr,Français,2334
en,English,558
ru,Pусский,558
zh,普通话,558
en,English,80
fr,Français,80
en,English,8699
cs,Český,11247
en,English,11247
de,Deutsch,11247
en,English,2502
ru,Pусский,2502
de,Deutsch,2502
it,Italiano,2502
en,English,12625
es,Español,12625
en,English,43417
es,Español,43417
en,English,20408
en,English,18706
fr,Français,18706
it,Italiano,18706
it,Italiano,34327
en,English,34327
en,English,20417
en,English,35780
en,English,25361
en,English,11282
hi,हिन्दी,11282
en,English,11130
it,Italiano,395
en,English,395
en,English,10762
en,English,11026
en,English,11237
ru,Pусский,11237
en,English,24924
it,Italiano,24924
en,English,1577
en,English,27816
en,English,27815
en,English,1970
ja,日本語,1970
en,English,176
fr,Français,9806
en,English,9806
de,Deutsch,9801
th,ภาษาไทย,9801
en,English,9801
la,Latin,2059
en,English,2059
es,Español,2059
en,English,11836
eo,Esperanto,36648
en,English,36648
en,English,28421
la,Latin,27970
en,English,27970
cn,广州话 / 廣州話,27970
en,English,23101
en,English,28436
ru,Pусский,9797
en,English,31980
en,English,30801
ja,日本語,31372
ja,日本語,31374
ja,日本語,31378
ja,日本語,34528
zh,普通话,34528
ru,Pусский,34528
ja,日本語,34530
zh,普通话,34530
ru,Pусский,34530
en,English,21135
de,Deutsch,21135
it,Italiano,21135
en,English,17102
fr,Français,11047
fr,Français,9929
en,English,29778
la,Latin,29778
en,English,29748
ja,日本語,70327
it,Italiano,9394
en,English,34479
sv,svenska,40732
en,English,18250
en,English,33020
fr,Français,12089
it,Italiano,12089
ja,日本語,41471
ja,日本語,17810
it,Italiano,9474
en,English,25473
fr,Français,24402
en,English,16246
en,English,19174
fr,Français,9385
fr,Français,28209
en,English,10711
fr,Français,10711
en,English,38783
en,English,10640
en,English,1362
fr,Français,33701
en,English,1884
en,English,27414
fr,Français,8868
en,English,29903
en,English,10372
cn,广州话 / 廣州話,9056
fr,Français,9318
nl,Nederlands,10570
cn,广州话 / 廣州話,11471
en,English,11471
zh,普通话,11471
en,English,22572
zh,普通话,30421
cn,广州话 / 廣州話,18305
en,English,18305
it,Italiano,18305
zh,普通话,18305
ja,日本語,14571
en,English,1483
en,English,34376
en,English,29904
sv,svenska,34683
en,English,47350
en,English,25684
cn,广州话 / 廣州話,18817
zh,普通话,18817
en,English,16437
zh,普通话,17811
de,Deutsch,35610
en,English,35610
ro,Română,32764
de,Deutsch,32764
cn,广州话 / 廣州話,26877
en,English,18998
en,English,11067
en,English,12613
ja,日本語,12613
fr,Français,37563
sv,svenska,16003
da,Dansk,2061
ru,Pусский,17629
en,English,17629
sv,svenska,17629
en,English,9732
en,English,10213
en,English,12095
es,Español,1283
de,Deutsch,344
en,English,15805
pt,Português,15805
en,English,11508
fr,Français,11508
en,English,12485
ja,日本語,18491
en,English,39927
es,Español,39927
fr,Français,21348
de,Deutsch,2332
fr,Français,2332
ja,日本語,2332
cs,Český,20882
ru,Pусский,20882
en,English,5458
en,English,28031
en,English,15653
ja,日本語,71138
ja,日本語,39872
en,English,10706
es,Español,10706
en,English,17208
da,Dansk,10751
sr,Srpski,10751
sv,svenska,10751
de,Deutsch,2899
fr,Français,2899
ar,العربية,2899
cn,广州话 / 廣州話,2899
la,Latin,2899
ja,日本語,36243
en,English,10726
en,English,437
en,English,11178
ko,한국어/조선말,11178
sv,svenska,100973
ko,한국어/조선말,4689
pl,Polski,18248
en,English,18248
da,Dansk,18248
de,Deutsch,18248
en,English,11430
de,Deutsch,4326
ja,日本語,32250
ja,日本語,44203
en,English,10891
en,English,12540
de,Deutsch,60672
fr,Français,60672
it,Italiano,60672
en,English,14245
ja,日本語,3177
cn,广州话 / 廣州話,10855
en,English,10855
ja,日本語,12140
it,Italiano,10361
en,English,10361
ja,日本語,11838
ko,한국어/조선말,670
en,English,12583
it,Italiano,12583
es,Español,12583
ja,日本語,9694
ja,日本語,22537
en,English,10304
ja,日本語,9666
en,English,9316
th,ภาษาไทย,9316
cn,广州话 / 廣州話,11647
en,English,11647
th,ภาษาไทย,11647
zh,普通话,11647
en,English,10105
de,Deutsch,10105
en,English,83
zh,普通话,14310
en,English,10320
ru,Pусский,62276
ja,日本語,5889
pt,Português,5889
en,English,5460
en,English,8357
de,Deutsch,8357
es,Español,8357
cn,广州话 / 廣州話,24674
en,English,24674
zh,普通话,24674
th,ภาษาไทย,24674
en,English,12597
en,English,693
en,English,11804
ja,日本語,18627
it,Italiano,23832
la,Latin,23832
ja,日本語,11633
sv,svenska,12127
sv,svenska,11626
en,English,27549
en,English,11637
en,English,12142
pt,Português,12142
en,English,8968
fr,Français,8968
pl,Polski,8968
en,English,661
de,Deutsch,661
en,English,10214
de,Deutsch,3040
ru,Pусский,3040
en,English,44875
fr,Français,258
en,English,4551
ru,Pусский,4551
ja,日本語,3115
ja,日本語,6593
es,Español,438
en,English,438
fr,Français,438
en,English,10040
ja,日本語,19545
en,English,187
it,Italiano,47406
ja,日本語,9674
en,English,10065
en,English,13409
en,English,11679
ja,日本語,24444
ja,日本語,9463
en,English,1895
en,English,28423
en,English,953
fr,Français,953
pt,Português,953
es,Español,953
th,ภาษาไทย,953
en,English,12700
en,English,9779
el,ελληνικά,9779
es,Español,9779
en,English,18289
ja,日本語,18289
en,English,272
ur,اردو,272
zh,普通话,272
ja,日本語,15767
en,English,15767
cn,广州话 / 廣州話,15767
en,English,11451
en,English,11683
fr,Français,11683
it,Italiano,11683
pl,Polski,11683
es,Español,11683
en,English,42488
sv,svenska,42488
it,Italiano,20914
ja,日本語,39464
en,English,4889
en,English,9738
fr,Français,1826
es,Español,1696
en,English,1696
en,English,6519
nl,Nederlands,11453
en,English,11453
pl,Polski,11453
pt,Português,11453
da,Dansk,11328
en,English,22965
de,Deutsch,9564
fr,Français,9564
en,English,9335
fr,Français,9335
it,Italiano,9335
fr,Français,17386
en,English,17386
cn,广州话 / 廣州話,10753
zh,普通话,11636
cn,广州话 / 廣州話,11636
en,English,11636
en,English,8923
ja,日本語,647
en,English,11968
en,English,533
en,English,9763
es,Español,9763
en,English,38828
en,English,1656
it,Italiano,1656
es,Español,1656
en,English,215
it,Italiano,10915
en,English,8274
en,English,26845
en,English,18994
fr,Français,259
en,English,25
es,Español,25
ar,العربية,25
la,Latin,25
en,English,23220
sv,svenska,9885
en,English,9885
en,English,9392
en,English,674
fr,Français,674
en,English,3124
en,English,411
de,Deutsch,411
ru,Pусский,43118
en,English,9641
it,Italiano,9568
de,Deutsch,9568
en,English,9568
fr,Français,6935
en,English,4550
ja,日本語,4550
ko,한국어/조선말,4550
fr,Français,10045
en,English,168705
pt,Português,168705
en,English,1690
en,English,10982
en,English,834
fr,Français,834
hu,Magyar,834
en,English,11246
ja,日本語,52728
en,English,7295
hu,Magyar,7295
hi,हिन्दी,7509
fr,Français,11183
en,English,11283
en,English,9286
en,English,12096
en,English,9975
en,English,9682
pl,Polski,9682
en,English,14609
es,Español,14609
en,English,950
en,English,18009
en,English,19286
en,English,19287
de,Deutsch,19287
en,English,18011
en,English,9792
en,English,11573
it,Italiano,11573
en,English,46828
it,Italiano,46828
en,English,10292
en,English,3093
de,Deutsch,3093
en,English,4257
en,English,588
en,English,8982
zh,普通话,8982
th,ภาษาไทย,8982
vi,Tiếng Việt,8982
de,Deutsch,956
en,English,956
it,Italiano,956
zh,普通话,956
cs,Český,956
cn,广州话 / 廣州話,956
en,English,591
fr,Français,591
la,Latin,591
es,Español,591
en,English,36668
en,English,920
it,Italiano,920
ja,日本語,920
en,English,58
tr,Türkçe,58
el,ελληνικά,58
zh,普通话,58
en,English,2295
en,English,8997
en,English,10947
en,English,9615
ja,日本語,9615
en,English,9513
pt,Português,9513
en,English,10770
it,Italiano,10770
en,English,1452
fr,Français,1452
de,Deutsch,1452
en,English,36576
en,English,33005
hi,हिन्दी,32740
en,English,1593
it,Italiano,1593
he,עִבְרִית,1593
en,English,1948
es,Español,1948
ko,한국어/조선말,1948
en,English,9762
cn,广州话 / 廣州話,58311
cn,广州话 / 廣州話,18672
de,Deutsch,18672
ja,日本語,18672
zh,普通话,18672
de,Deutsch,32761
en,English,12094
en,English,15997
en,English,7484
en,English,10781
en,English,1975
ja,日本語,1975
ru,Pусский,1975
ar,العربية,8975
en,English,8975
ja,日本語,5890
pt,Português,5890
en,English,214
fr,Français,43071
es,Español,43071
en,English,14620
en,English,13767
en,English,36557
fr,Français,36557
en,English,9836
de,Deutsch,15152
fr,Français,15152
ar,العربية,15152
en,English,10032
en,English,22440
en,English,17604
en,English,1246
es,Español,1246
en,English,12795
ru,Pусский,12795
de,Deutsch,33583
it,Italiano,33583
en,English,9992
en,English,8275
fr,Français,11578
it,Italiano,11578
fr,Français,11972
it,Italiano,11972
en,English,9966
en,English,1248
de,Deutsch,1248
ru,Pусский,1248
en,English,14761
en,English,9965
en,English,9958
en,English,1250
en,English,13185
zh,普通话,11841
sv,svenska,11945
it,Italiano,5691
en,English,5691
en,English,15582
da,Dansk,11330
en,English,10942
en,English,7006
en,English,8965
en,English,1271
en,English,9793
es,Español,9793
en,English,10172
en,English,10294
ar,العربية,1987
en,English,1987
fr,Français,1987
de,Deutsch,1987
en,English,1268
fr,Français,1268
ru,Pусский,1268
en,English,559
fr,Français,559
en,English,14240
ru,Pусский,2269
en,English,1562
en,English,810
en,English,285
fr,Français,14208
ar,العربية,14208
en,English,14208
fr,Français,14207
la,Latin,14207
pt,Português,14207
en,English,14207
ja,日本語,39465
ja,日本語,12561
ja,日本語,36679
en,English,1691
pl,Polski,1691
en,English,22049
it,Italiano,22049
en,English,1979
ja,日本語,1979
ar,العربية,1979
zh,普通话,1979
en,English,1991
en,English,11211
es,Español,9815
en,English,9815
en,English,12695
en,English,1571
it,Italiano,1571
fr,Français,1571
en,English,2698
es,Español,1858
en,English,1858
en,English,675
ar,العربية,13491
en,English,13491
sv,svenska,13491
en,English,2503
fr,Français,2503
ar,العربية,2503
ru,Pусский,2503
es,Español,2503
pt,Português,34588
de,Deutsch,2701
en,English,2701
fr,Français,17350
la,Latin,5174
en,English,5174
fr,Français,5174
ja,日本語,5174
zh,普通话,5174
en,English,14144
en,English,2082
en,English,1845
fr,Français,1845
de,Deutsch,1845
fr,Français,2335
en,English,1992
en,English,14348
en,English,7737
sv,svenska,4517
en,English,4517
es,Español,4517
en,English,4513
en,English,663
cn,广州话 / 廣州話,48301
zh,普通话,48301
pt,Português,7347
en,English,16768
en,English,1620
ru,Pусский,1620
sr,Srpski,1620
en,English,6477
es,Español,6477
fr,Français,6477
ja,日本語,6477
en,English,7249
en,English,13186
en,English,15495
la,Latin,6637
en,English,6637
fr,Français,6637
en,English,440
de,Deutsch,6076
en,English,69315
ja,日本語,8329
es,Español,8329
en,English,2312
en,English,11908
en,English,6933
en,English,7555
th,ภาษาไทย,7555
es,Español,9030
en,English,9030
en,English,11253
en,English,13054
ru,Pусский,8328
en,English,8328
en,English,13025
cs,Český,28260
en,English,28260
it,Italiano,28260
en,English,155
zh,普通话,155
en,English,18070
en,English,8456
ja,日本語,19333
en,English,1266
tr,Türkçe,1266
en,English,13335
en,English,9017
en,English,38661
hu,Magyar,38661
en,English,40044
en,English,40214
en,English,40045
en,English,1726
fa,فارسی,1726
ur,اردو,1726
ar,العربية,1726
en,English,8681
fr,Français,8681
ar,العربية,8681
sq,shqip,8681
en,English,13001
en,English,8277
en,English,2454
en,English,217
de,Deutsch,217
ru,Pусский,217
en,English,4564
en,English,9502
en,English,12889
en,English,13205
en,English,8359
en,English,13675
de,Deutsch,9010
en,English,88751
is,Íslenska,88751
it,Italiano,88751
da,Dansk,15840
sv,svenska,15840
da,Dansk,15830
de,Deutsch,15830
hu,Magyar,15830
en,English,16007
ja,日本語,16007
ru,Pусский,16007
en,English,11802
en,English,12914
en,English,14154
de,Deutsch,14154
en,English,8836
en,English,10898
en,English,13541
en,English,11910
en,English,1735
zh,普通话,1735
zh,普通话,12289
th,ภาษาไทย,12289
en,English,10188
en,English,13649
en,English,10483
en,English,13515
en,English,13564
en,English,15206
en,English,16456
de,Deutsch,16456
cs,Český,12683
en,English,12683
pt,Português,12683
en,English,11874
fr,Français,11874
it,Italiano,11874
en,English,25741
fi,suomi,25741
en,English,13812
en,English,13489
pl,Polski,13489
ja,日本語,41474
ja,日本語,41477
en,English,16068
en,English,15289
en,English,11887
en,English,13253
en,English,10527
it,Italiano,10527
th,ภาษาไทย,10527
ja,日本語,36073
en,English,10764
es,Español,10764
it,Italiano,10764
fr,Français,10764
de,Deutsch,10764
ja,日本語,14943
en,English,13655
en,English,11917
en,English,12525
en,English,14405
en,English,36571
fr,Français,36571
de,Deutsch,36571
en,English,36572
en,English,8966
en,English,13387
uk,Український,13387
fr,Français,13387
ru,Pусский,13387
hu,Magyar,13387
en,English,15026
en,English,14447
en,English,28148
en,English,8881
es,Español,8881
en,English,8880
es,Español,8880
en,English,11127
zh,普通话,9050
hr,Hrvatski,36573
en,English,36573
de,Deutsch,36573
en,English,14306
en,English,31047
en,English,25528
en,English,13690
zh,普通话,14756
ja,日本語,14756
cn,广州话 / 廣州話,14756
de,Deutsch,35945
hu,Magyar,35945
en,English,35945
en,English,26235
fr,Français,13635
es,Español,13635
ar,العربية,13635
en,English,13635
en,English,12437
ja,日本語,15227
en,English,14560
en,English,1977
ja,日本語,1977
pl,Polski,1977
en,English,15060
en,English,14711
en,English,15268
en,English,13207
en,English,15159
cs,Český,18781
en,English,18781
cs,Český,16353
zh,普通话,16353
ru,Pусский,16353
th,ภาษาไทย,16353
sv,svenska,15472
en,English,15472
en,English,30155
en,English,16258
en,English,9841
en,English,13804
ar,العربية,45882
fa,فارسی,45882
en,English,15092
en,English,2080
en,English,13475
it,Italiano,11160
zh,普通话,15384
th,ภาษาไทย,15384
cs,Český,17124
en,English,17124
fr,Français,17124
en,English,17532
en,English,13448
it,Italiano,13448
la,Latin,13448
fr,Français,13448
de,Deutsch,13448
zh,普通话,13448
en,English,534
it,Italiano,534
en,English,18360
pl,Polski,8211
ja,日本語,21832
pt,Português,15588
fr,Français,15588
en,English,15588
he,עִבְרִית,15588
en,English,28677
en,English,18785
en,English,34300
no,Norsk,14451
zu,isiZulu,18061
en,English,18061
en,English,27085
de,Deutsch,75015
pl,Polski,75015
en,English,8373
es,Español,8373
en,English,8355
no,Norsk,18901
en,English,14728
en,English,767
fr,Français,10353
en,English,9592
fr,Français,9592
en,English,23964
en,English,53868
en,English,21407
en,English,14869
fr,Français,14869
cs,Český,17134
en,English,17134
en,English,50719
ja,日本語,15137
ja,日本語,37047
en,English,92011
en,English,18759
en,English,15641
en,English,35203
en,English,24150
en,English,5060
en,English,15809
de,Deutsch,15809
en,English,18120
es,Español,18120
en,English,17618
en,English,19912
en,English,22794
en,English,17455
en,English,12699
en,English,23827
ja,日本語,44685
de,Deutsch,71041
en,English,22804
en,English,22821
it,Italiano,22821
es,Español,22821
de,Deutsch,70555
en,English,105077
en,English,18239
it,Italiano,18239
es,Español,1284
en,English,25716
ja,日本語,25716
en,English,37190
en,English,19995
es,Español,19995
en,English,10528
fr,Français,10528
en,English,13988
en,English,23398
fr,Français,23398
en,English,26123
sv,svenska,33613
en,English,26961
en,English,81895
fr,Français,81895
en,English,25602
ja,日本語,25602
ru,Pусский,25602
es,Español,25602
fr,Français,2395
pt,Português,2395
en,English,13382
en,English,15255
ar,العربية,13522
da,Dansk,13522
en,English,13522
no,Norsk,13522
sv,svenska,13522
en,English,33395
ja,日本語,42137
sv,svenska,24253
it,Italiano,24253
fr,Français,24253
en,English,32657
en,English,27561
fr,Français,15357
en,English,23023
es,Español,10664
en,English,28739
en,English,12155
en,English,20618
en,English,16763
ja,日本語,59719
en,English,29426
en,English,31723
en,English,5753
it,Italiano,32688
en,English,42342
ru,Pусский,23048
en,English,23048
en,English,10191
en,English,22582
bg,български език,28510
en,English,28510
en,English,33421
it,Italiano,33421
de,Deutsch,21467
ru,Pусский,21467
sr,Srpski,21467
ja,日本語,109572
de,Deutsch,10469
en,English,18823
en,English,23483
no,Norsk,16686
no,Norsk,15973
ur,اردو,15973
en,English,33217
fr,Français,17960
it,Italiano,17960
en,English,37169
de,Deutsch,37169
ja,日本語,37169
en,English,10138
ru,Pусский,10138
fr,Français,10138
fr,Français,4180
ja,日本語,125271
en,English,23437
ja,日本語,261538
ja,日本語,253232
en,English,37786
ar,العربية,37786
fr,Français,10241
ru,Pусский,38318
en,English,13058
en,English,34480
en,English,10193
es,Español,10193
en,English,10192
