adult,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,collection_id,collection_name,collection_poster_path,collection_backdrop_path
False,92000000,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,9806,tt0317705,en,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",22.220214,/huGDgQRB24IzkJLNqe5zq1pdvEE.jpg,2004-11-05,631442092.0,115.0,Released,"No gut, no glory",The Incredibles,False,7.4,5290.0,468222.0,The Incredibles Collection,/p5E9owiVpQqAoSEl1VpcC4i5z8Q.jpg,/9eDW2dVhnzPS2HvaRdK2OlAGaLq.jpg
False,65000000,http://www.warnerbros.com/blade-trinity,36648,tt0359013,en,Blade: Trinity,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed - The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him, the original vampire, Dracula.",18.860681,/4WinsdHQBdh5aTt7Bd7T7dbUXbb.jpg,2004-12-08,128905366.0,123.0,Released,The final hunt begins.,Blade: Trinity,False,5.7,1276.0,735.0,Blade Collection,/ltjxGZP6aJrwjl7oOZiiZhFgkF1.jpg,/ev9QybDDzVSahJQdOb71ZuqNVAo.jpg
False,0,http://www.pusher.nu/,2061,tt0117407,da,Pusher,A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.,6.160414,/8z2avGSJmoFdKNYaktA7QWe7m2C.jpg,1996-08-30,0.0,105.0,Released,You don't have a chance. Seize it!,Pusher,False,6.8,162.0,203910.0,Pusher Collection,/9pM6Rr8WsVqAzTxYswPTNoICNno.jpg,/aNQuRUYTz8CT9HxlNLj4oJ9ctut.jpg
False,0,https://www.uphe.com/movies/bring-it-on-again,12540,tt0334965,en,Bring It On Again,"When new students can't get onto their college cheerleading team, they form their own squad and prepare for a cheer off.",0.380586,/b6urssx3VQ66VHZbuQTdTRUkkw9.jpg,2004-01-13,0.0,90.0,Released,May the best moves win again.,Bring It On Again,False,5.3,93.0,430186.0,Bring It On Collection,/iybFuFGBKPD8LXOgugjnA8sI6Bb.jpg,/ypR7RZO9hIAyd3lIx07gJ0AVvbB.jpg
False,80000000,http://www.meetthefockers.com/index.php,693,tt0290002,en,Meet the Fockers,"Hard-to-crack ex-CIA man, Jack Byrnes and his wife, Dina head for the warmer climes of Florida to meet son-in-law-to-be, Greg Focker's parents. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract.",11.876386,/xHAqB06iL5D6HyOS6QpgyKkRQHD.jpg,2004-12-22,516642939.0,115.0,Released,Misery loves family.,Meet the Fockers,False,6.1,1412.0,51509.0,Meet the Parents Collection,/WFkinadVm4NRynRKuUcaLFNIDx.jpg,/7UWRq79VHc58QXTSn57UsOUKQLZ.jpg
False,20000000,http://www.uip.de/lo/goodies/posters/pl_boogeyman.html,8968,tt0357507,en,Boogeyman,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?",9.704289,/uG61rNRVfBx7sHJp42wlN5yLouU.jpg,2005-02-04,67192859.0,89.0,Released,You thought it was just a story.,Boogeyman,False,4.6,194.0,96937.0,The Boogeyman Collection,/rR4Vga4sQhD4YTF7QtMxkfMvN6F.jpg,/oVP6PrxHf4D745QJ2Pp8ojSpcqF.jpg
False,40000000,http://www.miramax.com/movie/sin-city/,187,tt0401792,en,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",15.010525,/vKJVGOKPyWqp9d2EX5NH1liqRqR.jpg,2005-04-01,158733820.0,124.0,Released,Walk down the right back alley in Sin City and you can find anything...,Sin City,False,7.2,2755.0,135179.0,Sin City Collection,/aGgHxGVmjssn7lw1ZucY5U2gI8K.jpg,/qs200GlvLNIQKUns6AIeLcJWtPT.jpg
False,60000000,http://www.sonypictures.com/movies/xxxstateoftheunion/,11679,tt0329774,en,xXx: State of the Union,"Ice Cube stars as Darius Stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert (played by Willem Dafoe).",19.144611,/sNnciVEuolaZoIzn5v2rP0pjiL0.jpg,2005-04-27,71073932.0,101.0,Released,Prepare for the next level,xXx: State of the Union,False,4.7,565.0,52785.0,xXx Collection,/omRo1Pw4phlELRgYOQ7RyAlccLt.jpg,/g9Q2dmbxd1F2hHB5VslPbqGM1JV.jpg
False,113000000,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,1895,tt0121766,en,Star Wars: Episode III - Revenge of the Sith,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",13.165421,/tgr5Pdy7ehZYBqBkN2K7Q02xgOb.jpg,2005-05-17,850000000.0,140.0,Released,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,False,7.1,4200.0,10.0,Star Wars Collection,/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg,/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
False,150000000,http://www2.warnerbros.com/batmanbegins/index.html,272,tt0372784,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",28.505341,/dr6x4GyyegBWtinPBzipY02J2lV.jpg,2005-06-10,374218673.0,140.0,Released,Evil fears the knight.,Batman Begins,False,7.5,7511.0,263.0,The Dark Knight Collection,/bqS2lMgGkuodIXtDILFWTSWDDpa.jpg,/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg
False,0,http://robzombie.com/movies/the-devils-rejects/,1696,tt0395584,en,The Devil's Rejects,"The sequel to House of 1000 Corpses – the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing – yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.",12.221507,/jSWt4aJizmXmPXV3SBQGTWhwuCB.jpg,2005-07-22,0.0,107.0,Released,Death walks behind. Hell waits ahead.,The Devil's Rejects,False,6.6,329.0,105625.0,House of 1000 Corpses Collection,/7xpo52YDhHNFG5qdrLxhG58k0ke.jpg,/osLewbX6FJMy1iUcNHm6hoiNH0j.jpg
False,50000000,http://www.warnerbros.com/dukes-hazzard/index_splash,6519,tt0377818,en,The Dukes of Hazzard,"Cousins, Bo and Luke Duke, with the help of their eye-catching cousin, Daisy and moonshine-running Uncle Jesse, try and save the family farm from being destroyed by Hazzard County's corrupt commissioner, Boss Hogg. Their efforts constantly find the 'Duke Boys' eluding authorities in 'The General Lee', their 1969 orange Dodge Charger that keeps them one step ahead of the dimwitted antics of the small southern town's Sheriff, Roscoe P. Coltrane.",9.039467,/ts0KZTwWfpaPm4X6jaus3xBV8gN.jpg,2005-08-05,110803676.0,104.0,Released,Cousins. Outlaws. Thrillbillies.,The Dukes of Hazzard,False,5.1,321.0,332357.0,The Dukes Of Hazzard Collection,/5xE2YWrBLCn7bETXtX0cDZfxdTi.jpg,/r07NWqz8MgWjrDNtZrhsN3TrppP.jpg
False,0,http://www.warnervideo.com/greenstreethooligans/,8923,tt0385002,en,Green Street Hooligans,"After being wrongfully expelled from Harvard University, American Matt Buckner flees to his sister's home in England. Once there, he is befriended by her charming and dangerous brother-in-law, Pete Dunham, and introduced to the underworld of British football hooliganism. Matt learns to stand his ground through a friendship that develops against the backdrop of this secret and often violent world. 'Green Street Hooligans' is a story of loyalty, trust and the sometimes brutal consequences of living close to the edge.",7.772618,/z3LC4kI8azbeuHRGgDdWo6VBCdX.jpg,2005-09-09,3154346.0,109.0,Released,Just think of someone you hate.,Green Street Hooligans,False,7.1,652.0,152544.0,Green Street Hooligans Collection,/5m29SVW5zag4M6MC1HeqR8cAYzS.jpg,/5PeOE350cbNuCH6KD70YoX9V1dZ.jpg
False,0,http://na.square-enix.com/ff7acc/,647,tt0385700,ja,Final Fantasy VII: Advent Children,"Two years have passed since the final battle with Sephiroth. Though Midgar, city of mako, city of prosperity, has been reduced to ruins, its people slowly but steadily walk the road to reconstruction. However, a mysterious illness called Geostigma torments them. With no cure in sight, it brings death to the afflicted, one after another, robbing the people of their fledgling hope.",15.260291,/pOHBhcZMLlVKALG098EOaobdeVX.jpg,2005-07-14,0.0,101.0,Released,"Is it for the children, for a memory, or for himself?",Final Fantasy VII: Advent Children,False,6.7,290.0,140760.0,Final Fantasy Collection,/x6HZaopJw26YnjBZjo06sWmPEPM.jpg,/gj6XQf5cM66XHMTonCgsOE0VphX.jpg
False,30000000,http://www.wallaceandgromit.com/films/the-curse-of-the-wererabbit,533,tt0312004,en,The Curse of the Were-Rabbit,"Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.",11.766244,/tLryx0x9TDV5rifA9W8yUvDZFHB.jpg,2005-09-04,192452832.0,85.0,Released,Something bunny is going on...,The Curse of the Were-Rabbit,False,6.8,660.0,529.0,Wallace & Gromit Collection,/993pCCMO9g9RQUtNDxQgE1B330H.jpg,/huyrvVKEKa9czUY89fnvaAVAtkX.jpg
False,75000000,http://www.sonypictures.com/homevideo/thelegendofzorro/index.html,1656,tt0386140,en,The Legend of Zorro,"Having spent the last 10 years fighting injustice and cruelty, Alejandro de la Vega is now facing his greatest challenge: his loving wife Elena has thrown him out of the house!  Elena has filed for divorce and found comfort in the arms of Count Armand, a dashing French aristocrat.  But Alejandro knows something she doesn't: Armand is the evil mastermind behind a terrorist plot to destroy the United States.  And so, with his marriage and the county's future at stake, it's up to Zorro to save two unions before it's too late.",8.940007,/rH3WJbSE3APS1l1hTXZZbz3NVP1.jpg,2005-10-24,142400065.0,129.0,Released,The original caped crusader is back!,The Legend of Zorro,False,5.9,909.0,1657.0,Zorro Collection,/ziQDmVR3VE0hC0GDWgaQwz0H3Ff.jpg,/wZCWCe4jPJz04dvVGLQ8TtOq9Js.jpg
False,10000000,http://www.americanreunionmovie.com/,8274,tt0436058,en,American Pie Presents: Band Camp,"The original American Pie characters have moved on, except for Sherman and Jim Levenstein's still understanding dad. Steve Stifler's little brother Matt wants to join his brother's business (the hit it big Girls Gone Wild) and after everything Matt has heard from Jim's band-geek wife Michelle, he plans to go back to band camp and make a video of his own: Bandies Gone Wild!",8.67163,/hwWwljYkvWebTb9xPvzJdhLtS8R.jpg,2005-10-30,0.0,94.0,Released,This One Time at Band Camp...,American Pie Presents: Band Camp,False,5.3,553.0,298820.0,American Pie (Spin-off) Collection,/deSui9fZHgArlSmOGxRV1ZBqYTO.jpg,/au9AnpVPqjFfTZIGGuV94276KaL.jpg
False,150000000,http://harrypotter.warnerbros.com/,674,tt0330373,en,Harry Potter and the Goblet of Fire,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",24.903058,/6sASqcdrEHXxUhA3nFpjrRecPD2.jpg,2005-11-05,895921036.0,157.0,Released,Dark And Difficult Times Lie Ahead.,Harry Potter and the Goblet of Fire,False,7.5,5758.0,1241.0,Harry Potter Collection,/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg,/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg
False,0,http://www.lady-vengeance.de/,4550,tt0451094,ko,친절한 금자씨,"After a 13-year imprisonment for the kidnap and murder of a 6 year old boy, beautiful Lee Guem-ja starts seeking revenge on the man that was really responsible for the boy's death. With the help of fellow inmates and reunited with her daughter, she gets closer and closer to her goal. But will her actions lead to the relief she seeks?",7.400261,/vymGV0lscCGpaLjGyQhxkjq0jeg.jpg,2005-07-29,23803308.0,115.0,Released,All she wanted was a peaceful life... they didn't give it.,Sympathy for Lady Vengeance,False,7.4,362.0,4563.0,The Vengeance Collection,/ilyS5xmHzMtTq4ngVRNKvZEbSRo.jpg,/t5zZZOvXK8m5z1omMdEEWcL6ywl.jpg
False,12000000,http://www.banlieue13-lefilm.com/,10045,tt0414852,fr,Banlieue 13,"Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",7.594102,/4mxGgU8aUxjjv1E0Zoww061WdWB.jpg,2004-11-09,9584131.0,84.0,Released,Welcome to District B13. Welcome to the future,District B13,False,6.5,572.0,85946.0,District 13 Collection,/vNDuGLyr1yT2mY2y41SSWDKiLgu.jpg,/6d8jbKsWVUKrKBHMcf9mvBkFCgv.jpg
False,25000000,http://www.bloodrayne-themovie.com/main/index.html,168705,tt0383222,en,BloodRayne,"In eighteenth century Romania, Rayne, a dhampir (half-human, half-vampire), prone to fits of blind blood rage but saddled with a compunction for humans, strives to avenge her mother's rape by her father, Kagan, King of Vampires. Two vampire hunters, Sebastian and Vladimir, from the Brimstone Society persuade her to join their cause.",6.514132,/qCrvpGxWjOh7tVLxyqWLR65ZuWX.jpg,2005-10-22,2405420.0,95.0,Released,Revenge never tasted so sweet.,BloodRayne,False,3.6,120.0,97307.0,BloodRayne Collection,/yDRE2eRQIGKKpW1AJ9WWolmccOQ.jpg,/tSiYzuDL8i3yyVyCnxGtwLjA3Tz.jpg
False,4800000,http://www.hostelfilm.com/,1690,tt0450278,en,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",12.093928,/zF3pEs1CUbjPgioxDH4h2MEHsWl.jpg,2005-01-06,80578934.0,94.0,Released,Welcome To Your Worst Nightmare,Hostel,False,5.7,913.0,86578.0,Hostel Collection,/2jLQFRlH8CC9cptcANY5cEtC1q8.jpg,/rXf4gEh8m3ZcK9KHkxT78Kscxee.jpg
False,15000000,http://www.hoodwinkedthemovie.com,10982,tt0443536,en,Hoodwinked!,"The recipes of candies of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house evolving Little Red Hiding Hood, The Wolf, The Woodsman and Granny, disturbing the peace in the forest and they are all arrested by the impatient Chief Grizzly.",6.398984,/cx7CmTKBa5sgZqLp6680CdMrZc1.jpg,2005-12-16,51053787.0,80.0,Released,Armed And Dangerously Dumb.,Hoodwinked!,False,6.0,491.0,87255.0,Hoodwinked! Collection,/6DEGMNNnJcdH020Yl5HMqDkX1hL.jpg,/sIn465LgZqpxWnNjXSmpygpRnl3.jpg
False,50000000,http://www.sonypictures.com/movies/underworldawakening/,834,tt0401855,en,Underworld: Evolution,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",12.496805,/fogihlu39MuYgL6pKObI4SQWPOY.jpg,2006-01-12,111340801.0,106.0,Released,"My God. Brother, what have you done?",Underworld: Evolution,False,6.4,1548.0,2326.0,Underworld Collection,/aK8qq0X0pZbf5ncE3JLQ27hdC4F.jpg,/2gSaXagD9ZCuBHOsXF4tvtW7Djd.jpg
False,38000000,http://www.pulsethemovie.net/,9682,tt0454919,en,Pulse,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.",10.307277,/sC3vNdpQLvEobuudJBh2BG6C1Fc.jpg,2006-08-11,29907685.0,90.0,Released,You are now infected.,Pulse,False,5.0,154.0,124188.0,Pulse Collection,/ttm2U2EUHXO8v0qrlKVw5SW8grN.jpg,/9An6u5Eu7h1J3IWxlari934faJl.jpg
False,80000000,http://www.iceagemovies.com/films/ice-age-the-meltdown,950,tt0438097,en,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",16.646029,/isRuztu5Ch7FJdtSBLcG8QSOpEI.jpg,2006-03-23,660940780.0,91.0,Released,The Ice age is melting away.,Ice Age: The Meltdown,False,6.5,3034.0,8354.0,Ice Age Collection,/stQoHvo0q6ZcEkji2Z1wlAxKnDq.jpg,/2Mb92Ssoe1eUecvrCe2pEvgAlmv.jpg
False,15000000,http://www.foxsearchlight.com/thehillshaveeyes/,9792,tt0454841,en,The Hills Have Eyes,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",18.960549,/hNuqY8h1oBGTnEQK75AH4IwuiPG.jpg,2006-03-10,69623713.0,107.0,Released,The lucky ones die first.,The Hills Have Eyes,False,6.1,726.0,8918.0,The Hills Have Eyes (Reboot) Collection,/gtD46W2GXsdGOFa9jfUT3G0OEij.jpg,/A0LX8YBYBZtfj0gR5Pkgz87cmcb.jpg
False,50000000,http://www.sonypictures.com/homevideo/silenthill/,588,tt0384537,en,Silent Hill,"The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.",7.938457,/4Zz9cF8S4E7DITosNYh3spybYJb.jpg,2006-04-21,97607453.0,125.0,Released,We've been expecting you.,Silent Hill,False,6.3,1093.0,64748.0,Silent Hill Collection,/4cJgWqtVfVxxzpqyKkUtClHY0VM.jpg,/yBpC88ucxLLjD7rXqfA4Irk92ka.jpg
False,150000000,http://www.missionimpossible.com/,956,tt0317919,en,Mission: Impossible III,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",15.687983,/qjy8ABAbWooV4jLG6UjzDHlv4RB.jpg,2006-05-03,397850012.0,126.0,Released,The Mission Begins 05:05:06.,Mission: Impossible III,False,6.5,2062.0,87359.0,Mission: Impossible Collection,/gwyJPIhCK4Xz2WogeBnhCSQfUek.jpg,/49L0c5utmm0A4BkeDafM9BOhyBT.jpg
False,125000000,http://www.sonypictures.com/homevideo/thedavincicode/index.html,591,tt0382625,en,The Da Vinci Code,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",18.566706,/5IqaT3fza0Y9vKazjGwDGsNuuS8.jpg,2006-05-17,767820459.0,149.0,Released,Seek the truth.,The Da Vinci Code,False,6.5,2773.0,115776.0,Robert Langdon Collection,/mZDeXsVhBxnWD3tGOQ69vKS3WYL.jpg,/j1IqpLhCypllamjKe6C2RstjfEQ.jpg
False,120000000,http://disney.go.com/disneyvideos/animatedfilms/cars/,920,tt0317219,en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",18.907948,/5damnMcRFKSjhCirgX3CMa88MBj.jpg,2006-06-08,461983149.0,117.0,Released,Ahhh... it's got that new movie smell.,Cars,False,6.6,3991.0,87118.0,Cars Collection,/uq3N2SFj1Y06zA6LzCQPkmBdaaE.jpg,/yPyhZ5OpYs68Bb8u0PZ1tH0QIgd.jpg
False,200000000,http://disney.go.com/disneypictures/pirates/,58,tt0383574,en,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",29.455314,/waFr5RVKaQ9dzOt3nQuIVB1FiPu.jpg,2006-06-20,1065659812.0,151.0,Released,Jack is back!,Pirates of the Caribbean: Dead Man's Chest,False,7.0,5380.0,295.0,Pirates of the Caribbean Collection,/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg,/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg
False,4200000,http://tv.disney.go.com/disneychannel/originalmovies/highschoolmusical/index.html,10947,tt0475293,en,High School Musical,"Troy (Zac Efron), the popular captain of the basketball team, and Gabriella (Vanessa Anne Hudgens), the brainy and beautiful member of the academic club, break all the rules of East High society when they secretly audition for the leads in the school's musical. As they reach for the stars and follow their dreams, everyone learns about acceptance, teamwork, and being yourself. And it's all set to fun tunes and very cool dance moves!",10.187478,/lkcc7eC4qTbhE2DBnoVpGg2ZeM9.jpg,2006-01-20,0.0,98.0,Released,This School Rocks Like No Other!,High School Musical,False,6.1,1048.0,87253.0,High School Musical Collection,/dXIgM9sEWIkUfRH8GZUKHv1t5n.jpg,/t1mwGPJi3NkwMeyeUHr9zlQhlTo.jpg
False,85000000,http://www.thefastandthefurious3.com/,9615,tt0463985,en,The Fast and the Furious: Tokyo Drift,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",2.238808,/f9V0iTSYwnxW6tPIjSE7jrGC7eP.jpg,2006-06-03,158468292.0,104.0,Released,"On the streets of Tokyo, speed needs no translation...",The Fast and the Furious: Tokyo Drift,False,6.1,1749.0,9485.0,The Fast and the Furious Collection,/mCkqJf4ijbNoBWvJ0RTWZJuhJUA.jpg,/z5A5W3WYJc3UVEWljSGwdjDgQ0j.jpg
False,85000000,http://www.sonypictures.com/movies/openseason/,7484,tt0400717,en,Open Season,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",11.744242,/9TY3wQPNhZ60Mng0JetKEOfXqxU.jpg,2006-09-29,197309027.0,83.0,Released,One Fur All & All Fur One,Open Season,False,6.1,676.0,66761.0,Open Season Collection,/ePeybVSOnCmuWrrvGEp8hzWn979.jpg,/cnaLzqjxlqGMIp7AGCizfVXUhSn.jpg
False,20000000,http://www.sonypictures.com/homevideo/thegrudge2/,1975,tt0433386,en,The Grudge 2,"In Tokyo, a young woman is exposed to the same mysterious curse that afflicted her sister. The supernatural force, which fills a person with rage before spreading to its next victim, brings together a group of previously unrelated people who attempt to unlock its secret to save their lives.",6.768804,/lPN7FyCuPDHwoupcuPT72cRE8lY.jpg,2006-10-13,39143839.0,102.0,Released,"What Was Once Trapped, Will Now Be Unleashed",The Grudge 2,False,5.3,288.0,1974.0,The Grudge Collection,/dohOSIYDEK42stdfKo0pQfrve0h.jpg,/nRfDTqIuaVLu2aB0qFuSmw8btp0.jpg
False,0,http://web.archive.org/web/20080210100832/http://www.azumi2.jp/index.html,5890,tt0431641,ja,あずみ２　Death or Love,"Young assassins Azumi and Nagara continue their mission to prevent a civil war. In their hunt for Masayuki Sanada, who is protected by both an army and a dangerous clan, they meet Ginkaku, a person who shows a remarking resemblance with former friend Nachi.",6.754744,/aQXLfLihzgh5ZR3wVIOJHYsYQAe.jpg,2005-03-12,0.0,108.0,Released,Love Or Duty... An Assassin Must Choose,Azumi 2: Death or Love,False,6.4,45.0,101246.0,Azumi Collection,/bN2eHDlh6vxgChvimEoIjLlVkBv.jpg,/mMdYpXtrkIIE1JwkqoyDOPmpnIw.jpg
False,0,http://www.newline.com/properties/butterflyeffect2the.html,14620,tt0457297,en,The Butterfly Effect 2,"After his girlfriend, Julie and two best friends are killed in a tragic auto accident, Nick struggles to cope with his loss and grief. Suffering from migraine-like seizures, Nick soon discovers that he has the power to change the past via his memories. However, his time-traveling attempts to alter the past and save his one true love have unexpected and dire consequences.",5.776666,/nw0qNvyIGiGMvQOTNpxYeERyCn8.jpg,2006-10-10,0.0,95.0,Released,Can you change your past without destroying your future?,The Butterfly Effect 2,False,4.6,255.0,52749.0,The Butterfly Effect Collection,/8lkeUgXNSB0foS3wU7rkuMTdMKV.jpg,/7DsbbkQAKSci07Jp4fJVq3QXSEF.jpg
False,150000000,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),36557,tt0381061,en,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",23.065078,/zlWBxz2pTA9p45kUTrI8AQiKrHm.jpg,2006-11-14,599045960.0,144.0,Released,Everyone has a past. Every legend has a beginning.,Casino Royale,False,7.3,3930.0,645.0,James Bond Collection,/HORpg5CSkmeQlAolx3bKMrKgfi.jpg,/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg
False,100000000,http://www.warnerbros.com/happy-feet,9836,tt0366548,en,Happy Feet,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",15.088318,/8RLEzftZK87S2usLsQoYtyNYzoV.jpg,2006-11-16,384335608.0,108.0,Released,WARNING: May Cause Toe-Tapping.,Happy Feet,False,5.9,1457.0,92012.0,Happy Feet Collection,/pYbF2FAi2MEVshl8jCDNTRNdTF0.jpg,/b9CLLxKsh63AHEkGE9nz9bupQqh.jpg
False,0,http://www.riseoftaj.com/,10032,tt0480271,en,Van Wilder 2: The Rise of Taj,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",5.985236,/sGX7RUBhf9i8nI3cfGHISDnAna0.jpg,2006-12-01,6086508.0,97.0,Released,The Legend is Growing.,Van Wilder 2: The Rise of Taj,False,5.1,162.0,43220.0,National Lampoon’s Van Wilder Collection,/9O9Dtdetrc7shP2CUr5jQqbIexC.jpg,/afX0zjd1fFYNXrndzD9jd7gHvi3.jpg
